tipo,elemento,x1,y1,x2,y2,ancho_px,alto_px,valor_x,valor_y,texto,descripcion
curva,punto,252,96.0,,,,,,,,"Punto de la curva en píxel (252, 96.0); sin calibración suficiente para valor real."
curva,punto,253,96.5,,,,,,,,"Punto de la curva en píxel (253, 96.5); sin calibración suficiente para valor real."
curva,punto,254,97.0,,,,,,,,"Punto de la curva en píxel (254, 97.0); sin calibración suficiente para valor real."
curva,punto,255,97.0,,,,,,,,"Punto de la curva en píxel (255, 97.0); sin calibración suficiente para valor real."
curva,punto,256,97.5,,,,,,,,"Punto de la curva en píxel (256, 97.5); sin calibración suficiente para valor real."
curva,punto,257,98.0,,,,,,,,"Punto de la curva en píxel (257, 98.0); sin calibración suficiente para valor real."
curva,punto,258,98.5,,,,,,,,"Punto de la curva en píxel (258, 98.5); sin calibración suficiente para valor real."
curva,punto,259,99.0,,,,,,,,"Punto de la curva en píxel (259, 99.0); sin calibración suficiente para valor real."
curva,punto,260,99.5,,,,,,,,"Punto de la curva en píxel (260, 99.5); sin calibración suficiente para valor real."
curva,punto,261,100.0,,,,,,,,"Punto de la curva en píxel (261, 100.0); sin calibración suficiente para valor real."
curva,punto,262,100.0,,,,,,,,"Punto de la curva en píxel (262, 100.0); sin calibración suficiente para valor real."
curva,punto,263,100.5,,,,,,,,"Punto de la curva en píxel (263, 100.5); sin calibración suficiente para valor real."
curva,punto,264,101.0,,,,,,,,"Punto de la curva en píxel (264, 101.0); sin calibración suficiente para valor real."
curva,punto,265,101.5,,,,,,,,"Punto de la curva en píxel (265, 101.5); sin calibración suficiente para valor real."
curva,punto,266,102.0,,,,,,,,"Punto de la curva en píxel (266, 102.0); sin calibración suficiente para valor real."
curva,punto,267,102.5,,,,,,,,"Punto de la curva en píxel (267, 102.5); sin calibración suficiente para valor real."
curva,punto,268,103.0,,,,,,,,"Punto de la curva en píxel (268, 103.0); sin calibración suficiente para valor real."
curva,punto,269,103.5,,,,,,,,"Punto de la curva en píxel (269, 103.5); sin calibración suficiente para valor real."
curva,punto,270,104.0,,,,,,,,"Punto de la curva en píxel (270, 104.0); sin calibración suficiente para valor real."
curva,punto,271,104.0,,,,,,,,"Punto de la curva en píxel (271, 104.0); sin calibración suficiente para valor real."
curva,punto,272,105.0,,,,,,,,"Punto de la curva en píxel (272, 105.0); sin calibración suficiente para valor real."
curva,punto,273,105.0,,,,,,,,"Punto de la curva en píxel (273, 105.0); sin calibración suficiente para valor real."
curva,punto,274,105.5,,,,,,,,"Punto de la curva en píxel (274, 105.5); sin calibración suficiente para valor real."
curva,punto,275,106.5,,,,,,,,"Punto de la curva en píxel (275, 106.5); sin calibración suficiente para valor real."
curva,punto,276,106.5,,,,,,,,"Punto de la curva en píxel (276, 106.5); sin calibración suficiente para valor real."
curva,punto,277,107.5,,,,,,,,"Punto de la curva en píxel (277, 107.5); sin calibración suficiente para valor real."
curva,punto,278,108.0,,,,,,,,"Punto de la curva en píxel (278, 108.0); sin calibración suficiente para valor real."
curva,punto,279,108.5,,,,,,,,"Punto de la curva en píxel (279, 108.5); sin calibración suficiente para valor real."
curva,punto,280,109.5,,,,,,,,"Punto de la curva en píxel (280, 109.5); sin calibración suficiente para valor real."
curva,punto,281,110.0,,,,,,,,"Punto de la curva en píxel (281, 110.0); sin calibración suficiente para valor real."
curva,punto,282,110.5,,,,,,,,"Punto de la curva en píxel (282, 110.5); sin calibración suficiente para valor real."
curva,punto,283,111.0,,,,,,,,"Punto de la curva en píxel (283, 111.0); sin calibración suficiente para valor real."
curva,punto,284,111.5,,,,,,,,"Punto de la curva en píxel (284, 111.5); sin calibración suficiente para valor real."
curva,punto,285,112.5,,,,,,,,"Punto de la curva en píxel (285, 112.5); sin calibración suficiente para valor real."
curva,punto,286,113.0,,,,,,,,"Punto de la curva en píxel (286, 113.0); sin calibración suficiente para valor real."
curva,punto,287,113.5,,,,,,,,"Punto de la curva en píxel (287, 113.5); sin calibración suficiente para valor real."
curva,punto,288,114.0,,,,,,,,"Punto de la curva en píxel (288, 114.0); sin calibración suficiente para valor real."
curva,punto,289,114.5,,,,,,,,"Punto de la curva en píxel (289, 114.5); sin calibración suficiente para valor real."
curva,punto,290,115.5,,,,,,,,"Punto de la curva en píxel (290, 115.5); sin calibración suficiente para valor real."
curva,punto,291,116.0,,,,,,,,"Punto de la curva en píxel (291, 116.0); sin calibración suficiente para valor real."
curva,punto,292,116.5,,,,,,,,"Punto de la curva en píxel (292, 116.5); sin calibración suficiente para valor real."
curva,punto,293,117.0,,,,,,,,"Punto de la curva en píxel (293, 117.0); sin calibración suficiente para valor real."
curva,punto,294,117.5,,,,,,,,"Punto de la curva en píxel (294, 117.5); sin calibración suficiente para valor real."
curva,punto,295,118.5,,,,,,,,"Punto de la curva en píxel (295, 118.5); sin calibración suficiente para valor real."
